t2m,d2m,tp,cape,sp,precipitation,elevation,slope,cloudburst
29.459608306022474,28.02271253733484,0.0016436817,456.1572883337514,97017.84,1.6411413423369698,209.74612084751365,88.93078,0
28.189651397657638,29.043897714970665,0.0016436817,462.0338423682467,97017.84,1.5319882862773775,209.74612084751365,88.93078,0
29.76155707620139,27.05899311740743,0.0016436817,537.7255911071412,97017.84,0.8633510939575395,209.74612084751365,88.93078,0
31.512239712816058,24.103286104088323,0.0016436817,590.9531793026777,97017.84,3.3944305292602537,209.74612084751365,88.93078,0
27.997873250553337,27.496325903505298,0.0016436817,430.6936078637383,97017.84,4.96413096955623,209.74612084751365,88.93078,0
27.997906086101647,25.394236212416356,0.0016436817,543.0823411924184,97017.84,1.1999036878828715,209.74612084751365,88.93078,0
31.62460563101479,25.639716636500502,0.0016436817,541.756457174129,97017.84,2.7101281790783895,209.74612084751365,88.93078,0
30.001049458305825,27.8696780375102,0.0016436817,637.4857389104224,97017.84,0.576871320181782,209.74612084751365,88.93078,0
27.527231228130105,29.173516142867285,0.0016436817,548.8177594143568,97017.84,2.354981560314,209.74612084751365,88.93078,0
29.55130008717194,26.73949315347214,0.0016436817,587.2182992370464,97017.84,0.9644390716711859,209.74612084751365,88.93078,0
27.539344614375082,27.314616025197942,0.0016436817,575.1317070043732,97017.84,0.1699986073100104,209.74612084751365,88.93078,0
27.534720492859496,30.10137988927049,0.0016436817,461.54052600963996,97017.84,1.2896224721939689,209.74612084751365,88.93078,0
28.950104543132078,27.17845635897715,0.0016436817,606.4792108315869,97017.84,5.6594942324974875,209.74612084751365,88.93078,0
24.639619510684412,31.900316228360804,0.0016436817,578.8386752728144,97017.84,3.371264350538621,209.74612084751365,88.93078,0
25.016344334973944,27.827969291263102,0.0016436817,593.4822819837294,97017.84,1.6062562975464223,209.74612084751365,88.93078,0
27.341604941518064,23.17542448168838,0.0016436817,764.3807353218164,97017.84,0.34488724120420994,209.74612084751365,88.93078,0
26.44051775933116,28.20363324220908,0.0016436817,463.86320302507056,97017.84,0.17777517583839078,209.74612084751365,88.93078,0
29.094674665190556,27.45926676976557,0.0016436817,654.3036824880554,97017.84,1.7287354204001912,209.74612084751365,88.93078,0
26.650131848957585,29.276455508165505,0.0016436817,553.6964740299823,97017.84,2.244860619861934,209.74612084751365,88.93078,0
25.641572597329425,28.043312702539932,0.0016436817,582.4352952201505,97017.84,2.7722039347128655,209.74612084751365,88.93078,0
31.397477537843116,26.42003803203247,0.0016436817,565.7932377349379,97017.84,2.552751856356644,209.74612084751365,88.93078,0
28.01462739902694,24.248353527421283,0.0016436817,546.8570333300978,97017.84,2.7080900606908287,209.74612084751365,88.93078,0
28.601236409375858,26.278903485427964,0.0016436817,539.577203588062,97017.84,2.0498664970594715,209.74612084751365,88.93078,0
25.616683627573096,24.995909091581414,0.0016436817,584.5442867786504,97017.84,3.7354330652536594,209.74612084751365,88.93078,0
27.377414550949645,25.53590310039057,0.0016436817,492.21016516641606,97017.84,1.0760096693461734,209.74612084751365,88.93078,0
28.68802517941974,27.874106808841233,0.0016436817,605.5978083760883,97017.84,1.7088549888959368,209.74612084751365,88.93078,0
26.1641928451554,30.036759008702827,0.0016436817,547.2591297557373,97017.84,0.27753418089992365,209.74612084751365,88.93078,0
29.21757603669135,27.486293059645977,0.0016436817,511.5653830479821,97017.84,1.0564461697298582,209.74612084751365,88.93078,0
27.2649026201624,24.305183875929647,0.0016436817,545.5682071002093,97017.84,3.308348089248823,209.74612084751365,88.93078,0
27.882792500413455,27.586155336440296,0.0016436817,630.9263108431286,97017.84,2.6474993816795367,209.74612084751365,88.93078,0
27.262766775541216,29.09021297329132,0.0016436817,541.3020956491888,97017.84,0.0970811986852609,209.74612084751365,88.93078,0
32.17073636901788,25.47738419136125,0.0016436817,585.9915309104811,97017.84,5.93728343539146,209.74612084751365,88.93078,0
28.43918555052414,26.42891566665418,0.0016436817,531.5210362142263,97017.84,1.8778589595150885,209.74612084751365,88.93078,0
26.350758142088207,26.72632638945841,0.0016436817,605.9649424961809,97017.84,1.9046312786267632,209.74612084751365,88.93078,0
30.111269824206385,25.127153373835537,0.0016436817,602.3442369395102,97017.84,0.9989996533315451,209.74612084751365,88.93078,0
26.024492700057962,27.993510867687732,0.0016436817,660.4992916648206,97017.84,1.197243646838313,209.74612084751365,88.93078,0
28.88390719000952,26.45505370278445,0.0016436817,559.2906527250392,97017.84,1.8621191491521725,209.74612084751365,88.93078,0
24.54683975224046,27.53601488781407,0.0016436817,601.5015902378954,97017.84,2.5422291617938666,209.74612084751365,88.93078,0
25.809807902203147,24.921965644395815,0.0016436817,572.9722269769472,97017.84,2.1214324469518577,209.74612084751365,88.93078,0
